Temperature,Sediment,Time ,Status
26,90,5,1
26,90,5,1
26,90,6,1
26,90,6,1
26,90,6,1
26,90,6,1
26,90,6,1
26,90,6,1
26,90,6,1
26,90,6,1
26,90,7,1
26,90,7,1
26,90,7,1
26,90,7,1
26,90,7,1
26,90,12,0
26,90,8,1
26,90,8,1
26,90,8,1
26,90,8,1
26,90,8,1
26,90,8,1
26,90,8,1
26,90,8,1
26,90,9,1
26,90,9,1
26,90,9,1
26,90,9,1
26,90,9,1
26,90,9,1
26,90,9,1
26,90,9,1
26,90,10,1
26,90,10,1
26,90,11,1
26,90,11,1
26,90,11,1
26,90,11,1
26,90,11,1
26,90,12,1
26,90,12,1
26,90,12,1
26,90,12,1
26,90,12,0
26,90,12,0
26,90,12,0
26,90,12,0
26,90,12,0
26,90,12,0
26,90,12,0
26,90,12,0
26,90,12,0
26,90,12,0
26,90,12,0
26,90,12,0
26,90,12,0
26,90,12,0
26,90,12,0
26,90,12,0
26,90,12,0
26,90,12,0
26,90,12,0
26,90,12,0
26,90,12,0
26,90,12,0
26,90,12,0
26,90,12,0
26,90,12,0
26,90,12,0
26,90,12,0
26,120,1,1
26,120,1,1
26,120,1,1
26,120,1,1
26,120,1,1
26,120,1,1
26,120,1,1
26,120,1,1
26,120,1,1
26,120,1,1
26,120,1,1
26,120,1,1
26,120,1,1
26,120,1,1
26,120,1,1
26,120,1,1
26,120,1,1
26,120,1,1
26,120,1,1
26,120,1,1
26,120,1,1
26,120,1,1
26,120,1,1
26,120,1,1
26,120,2,1
26,120,2,1
26,120,2,1
26,120,2,1
26,120,2,1
26,120,2,1
26,120,2,1
26,120,3,1
26,120,3,1
26,120,3,1
26,120,3,1
26,120,3,1
26,120,3,1
26,120,3,1
26,120,3,1
26,120,3,1
26,120,3,1
26,120,3,1
26,120,3,1
26,120,3,1
26,120,3,1
26,120,4,1
26,120,4,1
26,120,4,1
26,120,4,1
26,120,4,1
26,120,4,1
26,120,4,1
26,120,4,1
26,120,4,1
26,120,4,1
26,120,5,1
26,120,5,1
26,120,5,1
26,120,5,1
26,120,5,1
26,120,5,1
26,120,5,1
26,120,5,1
26,120,5,1
26,120,5,1
26,120,6,1
26,120,6,1
26,120,6,1
26,120,6,1
26,120,6,1
26,120,6,1
26,120,6,1
26,120,6,1
26,120,6,1
26,120,6,1
26,120,6,1
26,120,6,1
26,120,6,1
26,120,7,1
26,120,7,1
26,120,7,1
26,120,7,1
26,120,7,1
26,120,7,1
26,120,7,1
26,120,7,1
26,120,7,1
26,120,7,1
26,120,7,1
26,120,8,1
26,120,8,1
26,120,8,1
26,120,8,1
26,120,8,1
26,120,8,1
26,120,8,1
26,120,8,1
26,120,9,1
26,120,9,1
26,120,9,1
26,120,9,1
26,120,9,1
26,120,9,1
26,120,9,1
26,120,9,1
26,120,9,1
26,120,10,1
26,120,10,1
26,120,10,1
26,120,10,1
26,120,10,1
26,120,10,1
26,120,10,1
26,120,10,1
26,120,11,1
26,120,11,1
26,120,11,1
26,120,11,1
26,120,11,1
26,120,11,1
26,120,11,1
26,120,11,1
26,120,11,1
26,120,12,1
26,120,12,1
26,120,12,1
26,120,12,1
26,120,12,1
26,120,12,0
26,120,12,0
26,120,12,0
26,120,12,0
26,120,12,0
26,120,12,0
26,120,12,0
26,120,12,0
26,120,12,0
26,120,12,0
26,120,12,0
26,120,12,0
26,120,12,0
26,120,12,0
26,120,12,0
26,120,12,0
26,120,12,0
26,120,12,0
26,120,12,0
26,120,12,0
26,120,12,0
26,120,12,0
26,120,12,0
26,120,12,0
26,120,12,0
26,120,12,0
30,30,1,1
30,30,1,1
30,30,1,1
30,30,1,1
30,30,1,1
30,30,1,1
30,30,1,1
30,30,1,1
30,30,1,1
30,30,1,1
30,30,1,1
30,30,1,1
30,30,1,1
30,30,1,1
30,30,1,1
30,30,1,1
30,30,1,1
30,30,1,1
30,30,1,1
30,30,1,1
30,30,1,1
30,30,1,1
30,30,1,1
30,30,1,1
30,30,1,1
30,30,1,1
30,30,1,1
30,30,1,1
30,30,1,1
30,30,1,1
30,30,1,1
30,30,1,1
30,30,1,1
30,30,1,1
30,30,1,1
30,30,1,1
30,30,1,1
30,30,1,1
30,30,1,1
30,30,1,1
30,30,1,1
30,30,1,1
30,30,1,1
30,30,1,1
30,30,1,1
30,30,1,1
30,30,1,1
30,30,1,1
30,30,1,1
30,30,1,1
30,30,2,1
30,30,2,1
30,30,2,1
30,30,2,1
30,30,2,1
30,30,2,1
30,30,2,1
30,30,2,1
30,30,2,1
30,30,2,1
30,30,2,1
30,30,2,1
30,30,2,1
30,30,2,1
30,30,2,1
30,30,3,1
30,30,3,1
30,30,3,1
30,30,3,1
30,30,3,1
30,30,3,1
30,30,3,1
30,30,3,1
30,30,3,1
30,30,3,1
30,30,3,1
30,30,3,1
30,30,3,1
30,30,3,1
30,30,3,1
30,30,3,1
30,30,3,1
30,30,3,1
30,30,3,1
30,30,3,1
30,30,3,1
30,30,3,1
30,30,3,1
30,30,3,1
30,30,3,1
30,30,3,1
30,30,3,1
30,30,3,1
30,30,3,1
30,30,3,1
30,30,3,1
30,30,3,1
30,30,3,1
30,30,3,1
30,30,4,1
30,30,4,1
30,30,4,1
30,30,4,1
30,30,4,1
30,30,4,1
30,30,4,1
30,30,4,1
30,30,4,1
30,30,4,1
30,30,4,1
30,30,4,1
30,30,4,1
30,30,4,1
30,30,4,1
30,30,4,1
30,30,4,1
30,30,5,1
30,30,5,1
30,30,5,1
30,30,5,1
30,30,5,1
30,30,5,1
30,30,5,1
30,30,5,1
30,30,5,1
30,30,5,1
30,30,5,1
30,30,6,1
30,30,6,1
30,30,6,1
30,30,6,1
30,30,7,1
30,30,7,1
30,30,8,1
30,30,11,1
30,60,1,1
30,60,1,1
30,60,1,1
30,60,1,1
30,60,1,1
30,60,1,1
30,60,1,1
30,60,1,1
30,60,1,1
30,60,1,1
30,60,1,1
30,60,1,1
30,60,1,1
30,60,1,1
30,60,1,1
30,60,1,1
30,60,1,1
30,60,1,1
30,60,1,1
30,60,1,1
30,60,1,1
30,60,1,1
30,60,1,1
30,60,1,1
30,60,1,1
30,60,1,1
30,60,1,1
30,60,1,1
30,60,1,1
30,60,1,1
30,60,1,1
30,60,1,1
30,60,1,1
30,60,1,1
30,60,1,1
30,60,1,1
30,60,1,1
30,60,1,1
30,60,1,1
30,60,1,1
30,60,1,1
30,60,1,1
30,60,1,1
30,60,1,1
30,60,1,1
30,60,1,1
30,60,1,1
30,60,1,1
30,60,1,1
30,60,1,1
30,60,1,1
30,60,1,1
30,60,1,1
30,60,1,1
30,60,1,1
30,60,1,1
30,60,1,1
30,60,1,1
30,60,2,1
30,60,2,1
30,60,2,1
30,60,2,1
30,60,2,1
30,60,2,1
30,60,2,1
30,60,2,1
30,60,2,1
30,60,2,1
30,60,2,1
30,60,2,1
30,60,2,1
30,60,2,1
30,60,2,1
30,60,2,1
30,60,2,1
30,60,2,1
30,60,2,1
30,60,2,1
30,60,2,1
30,60,2,1
30,60,2,1
30,60,3,1
30,60,3,1
30,60,3,1
30,60,3,1
30,60,3,1
30,60,3,1
30,60,3,1
30,60,3,1
30,60,3,1
30,60,3,1
30,60,3,1
30,60,3,1
30,60,3,1
30,60,3,1
30,60,3,1
30,60,3,1
30,60,3,1
30,60,3,1
30,60,3,1
30,60,3,1
30,60,3,1
30,60,3,1
30,60,3,1
30,60,3,1
30,60,3,1
30,60,3,1
30,60,3,1
30,60,3,1
30,60,4,1
30,60,4,1
30,60,4,1
30,60,4,1
30,60,4,1
30,60,4,1
30,60,4,1
30,60,4,1
30,60,4,1
30,60,4,1
30,60,4,1
30,60,4,1
30,60,5,1
30,60,5,1
30,60,5,1
30,60,5,1
30,60,5,1
30,60,5,1
30,60,5,1
30,60,5,1
30,60,5,1
30,60,5,1
30,60,6,1
30,60,6,1
30,60,6,1
30,60,6,1
30,60,6,1
30,60,6,1
30,60,6,1
30,60,6,1
30,60,7,1
30,60,7,1
30,60,7,1
30,60,7,1
30,60,7,1
30,60,7,1
30,60,8,1
30,60,8,1
30,60,8,1
30,90,1,1
30,90,1,1
30,90,1,1
30,90,1,1
30,90,1,1
30,90,1,1
30,90,1,1
30,90,1,1
30,90,1,1
30,90,1,1
30,90,1,1
30,90,1,1
30,90,1,1
30,90,1,1
30,90,1,1
30,90,1,1
30,90,1,1
30,90,1,1
30,90,1,1
30,90,1,1
30,90,1,1
30,90,1,1
30,90,1,1
30,90,1,1
30,90,1,1
30,90,1,1
30,90,1,1
30,90,1,1
30,90,1,1
30,90,1,1
30,90,1,1
30,90,1,1
30,90,1,1
30,90,1,1
30,90,1,1
30,90,1,1
30,90,1,1
30,90,1,1
30,90,1,1
30,90,1,1
30,90,1,1
30,90,1,1
30,90,2,1
30,90,2,1
30,90,2,1
30,90,2,1
30,90,2,1
30,90,2,1
30,90,2,1
30,90,2,1
30,90,2,1
30,90,2,1
30,90,2,1
30,90,2,1
30,90,2,1
30,90,2,1
30,90,2,1
30,90,2,1
30,90,3,1
30,90,3,1
30,90,3,1
30,90,3,1
30,90,3,1
30,90,3,1
30,90,3,1
30,90,3,1
30,90,3,1
30,90,3,1
30,90,3,1
30,90,3,1
30,90,3,1
30,90,3,1
30,90,3,1
30,90,3,1
30,90,3,1
30,90,3,1
30,90,3,1
30,90,3,1
30,90,3,1
30,90,3,1
30,90,3,1
30,90,3,1
30,90,3,1
30,90,4,1
30,90,4,1
30,90,4,1
30,90,4,1
30,90,4,1
30,90,4,1
30,90,4,1
30,90,4,1
30,90,4,1
30,90,4,1
30,90,4,1
30,90,4,1
30,90,4,1
30,90,4,1
30,90,4,1
30,90,4,1
30,90,4,1
30,90,4,1
30,90,4,1
30,90,4,1
30,90,4,1
30,90,4,1
30,90,4,1
30,90,4,1
30,90,5,1
30,90,5,1
30,90,5,1
30,90,5,1
30,90,5,1
30,90,5,1
30,90,5,1
30,90,6,1
30,90,6,1
30,90,6,1
30,90,6,1
30,90,6,1
30,90,6,1
30,90,6,1
30,90,6,1
30,90,6,1
30,90,6,1
30,90,6,1
30,90,6,1
30,90,7,1
30,90,7,1
30,90,7,1
30,90,7,1
30,90,7,1
30,90,7,1
30,90,7,1
30,90,7,1
30,90,9,1
30,90,8,1
30,90,8,1
30,90,9,1
30,90,9,1
30,90,11,1
30,90,12,0
30,90,12,0
30,120,1,1
30,120,1,1
30,120,1,1
30,120,1,1
30,120,1,1
30,120,1,1
30,120,1,1
30,120,1,1
30,120,1,1
30,120,1,1
30,120,1,1
30,120,1,1
30,120,1,1
30,120,1,1
30,120,1,1
30,120,1,1
30,120,1,1
30,120,1,1
30,120,1,1
30,120,1,1
30,120,1,1
30,120,1,1
30,120,1,1
30,120,1,1
30,120,1,1
30,120,1,1
30,120,1,1
30,120,1,1
30,120,1,1
30,120,1,1
30,120,1,1
30,120,1,1
30,120,1,1
30,120,1,1
30,120,1,1
30,120,1,1
30,120,1,1
30,120,1,1
30,120,1,1
30,120,1,1
30,120,1,1
30,120,1,1
30,120,1,1
30,120,2,1
30,120,2,1
30,120,2,1
30,120,2,1
30,120,2,1
30,120,2,1
30,120,2,1
30,120,2,1
30,120,2,1
30,120,2,1
30,120,2,1
30,120,2,1
30,120,2,1
30,120,2,1
30,120,2,1
30,120,2,1
30,120,2,1
30,120,3,1
30,120,3,1
30,120,3,1
30,120,3,1
30,120,3,1
30,120,3,1
30,120,3,1
30,120,3,1
30,120,3,1
30,120,3,1
30,120,3,1
30,120,3,1
30,120,3,1
30,120,3,1
30,120,3,1
30,120,3,1
30,120,3,1
30,120,3,1
30,120,3,1
30,120,3,1
30,120,3,1
30,120,3,1
30,120,3,1
30,120,3,1
30,120,3,1
30,120,4,1
30,120,4,1
30,120,4,1
30,120,4,1
30,120,4,1
30,120,4,1
30,120,4,1
30,120,4,1
30,120,4,1
30,120,4,1
30,120,4,1
30,120,4,1
30,120,4,1
30,120,4,1
30,120,4,1
30,120,4,1
30,120,4,1
30,120,4,1
30,120,4,1
30,120,4,1
30,120,4,1
30,120,4,1
30,120,4,1
30,120,4,1
30,120,4,1
30,120,4,1
30,120,5,1
30,120,5,1
30,120,5,1
30,120,5,1
30,120,5,1
30,120,5,1
30,120,5,1
30,120,5,1
30,120,5,1
30,120,5,1
30,120,6,1
30,120,6,1
30,120,6,1
30,120,6,1
30,120,6,1
30,120,6,1
30,120,6,1
30,120,6,1
30,120,7,1
30,120,7,1
30,120,7,1
30,120,7,1
30,120,7,1
30,120,7,1
30,120,8,1
30,120,9,1
30,120,9,1
30,120,12,1
30,120,10,1
30,120,10,1
30,120,10,1
30,120,11,1
30,120,11,1
30,120,12,0
