partID,failTime,OOS_Reason
87,38.14302498834876,Fan
88,50.03111463655339,Keyboard
89,35.37528510227101,Keyboard
90,40.38938735369768,Keyboard
91,40.12617460150763,Keyboard
92,33.95406711939977,Fan
93,43.371836481348105,Keyboard
94,42.2554204111769,Fan
95,66.83703437444674,Keyboard
96,26.976639066393062,Keyboard
97,17.40043582765138,Fan
98,59.32326519812782,Fan
99,16.56615653499052,Fan
100,39.53366461838045,Keyboard
101,58.16922971942794,Keyboard
102,42.87605340689664,Keyboard
103,19.55528005284004,Fan
104,19.494963822089755,Fan
105,41.24778136332836,Keyboard
106,26.71758311126368,Keyboard
107,69.74048549306096,Keyboard
108,34.525711548810484,Keyboard
109,49.16264635821502,Keyboard
110,31.248294609024843,Keyboard
111,21.394215362030955,Fan
112,64.75936438199098,Keyboard
113,48.377581124109,Keyboard
114,54.72800069438191,Keyboard
115,47.90820562618546,Keyboard
116,66.55519178078565,Keyboard
117,55.84843875480599,Keyboard
118,62.636701409005774,Keyboard
119,28.334332776773962,Keyboard
120,39.92326880752474,Keyboard
121,49.081299654306534,Keyboard
122,58.84470229559678,Keyboard
123,45.12705182891481,Fan
124,25.527795995451662,Keyboard
125,56.117436730701115,Keyboard
126,22.587879395074477,Fan
127,22.621603176917898,Fan
128,62.21316188578156,Keyboard
129,54.64986804791499,Keyboard
130,44.38650357529885,Keyboard
131,59.636862092142295,Keyboard
132,24.047809194130604,Fan
133,54.305619678756926,Keyboard
134,49.49574140005971,Fan
135,36.16647530181737,Keyboard
136,47.231431245167826,Keyboard
137,32.425334213277644,Keyboard
138,2.0122923888266087,Battery
139,37.368210023244586,Fan
140,28.955575348046075,Keyboard
141,52.3504226126249,Keyboard
142,57.54795803236758,Keyboard
143,53.47930841952191,Keyboard
144,58.747171572126824,Keyboard
145,53.64476716803397,Keyboard
146,39.369444927180446,Keyboard
147,12.628694246592078,Battery
148,53.13179695103972,Fan
149,53.83116046384293,Keyboard
150,31.73972187883959,Keyboard
151,58.313345376677205,Keyboard
152,37.9817485418137,Fan
153,29.915565709238784,Battery
154,51.595374697874725,Keyboard
155,29.67588036728897,Battery
156,49.05842797634547,Keyboard
157,49.77754774170384,Fan
158,32.364548248057666,Fan
159,61.955705021834206,Keyboard
160,23.09265266852733,Keyboard
161,71.36255475213731,Keyboard
162,56.45125832326167,Keyboard
163,33.077317265923696,Keyboard
164,45.086305616290566,Keyboard
165,54.09158152573444,Keyboard
166,47.67233968081086,Keyboard
167,41.1027473422585,Keyboard
168,44.73072443468938,Keyboard
169,15.747013183489331,Battery
170,48.35248597789776,Keyboard
171,48.6936310362381,Keyboard
172,46.95302691721286,Keyboard
173,48.494044549124716,Keyboard
174,42.53391474613707,Keyboard
175,48.87719213632673,Keyboard
176,25.061783479293798,Keyboard
177,43.41358394346742,Fan
178,48.63102554075433,Keyboard
179,40.9836995581696,Fan
180,48.924726439985726,Keyboard
181,65.7588842818119,Keyboard
182,50.69732411939913,Keyboard
183,35.59545214190846,Keyboard
184,39.585864313678634,Keyboard
185,55.5979157347151,Fan
186,61.10362788141738,Keyboard
187,67.88138791030988,Keyboard
188,33.19042028213499,Fan
189,55.75287737730246,Keyboard
190,20.200539398500844,Fan
191,41.894176678097566,Fan
192,45.43302831343635,Keyboard
193,38.099856977284624,Fan
194,44.281482120892356,Keyboard
195,54.661914256171166,Keyboard
196,33.390024987285386,Fan
197,54.5732683778409,Keyboard
198,65.52984787904015,Keyboard
199,49.808908541738404,Keyboard
200,55.842068894579405,Fan
201,29.40584158344889,Fan
202,35.4815340879685,Keyboard
203,52.21443839641121,Keyboard
204,73.54750341238125,Keyboard
205,57.31927373511564,Keyboard
206,36.67437642960594,Fan
207,28.208040668202514,Keyboard
208,35.09522648528218,Battery
209,25.303411949430693,Keyboard
210,77.05082460731282,Keyboard
211,32.3280850360067,Fan
212,61.13541138781662,Keyboard
213,55.38395115699677,Keyboard
214,27.695099416223723,Fan
215,45.572172363468574,Keyboard
216,38.60274457238384,Fan
217,83.48370515584314,Keyboard
218,41.46580723078207,Keyboard
219,52.0627635156568,Keyboard
220,56.339533980720766,Keyboard
221,86.83672596039332,Keyboard
222,81.57457936659333,Keyboard
223,60.09166485029032,Fan
224,53.6427379434382,Keyboard
225,52.72220444092692,Keyboard
226,39.285381250899334,Keyboard
227,35.38254566729127,Fan
228,42.97939824006109,Fan
229,46.46340476159622,Keyboard
230,43.8104784733193,Fan
231,32.16957866827436,Fan
232,36.76039229103947,Keyboard
233,35.51477369812804,Keyboard
234,39.15892383839563,Fan
235,58.78138863256815,Keyboard
236,54.628673029671624,Keyboard
237,32.45984669283807,Fan
238,65.09440382780203,Keyboard
239,59.29776995490922,Fan
240,49.32313446629031,Keyboard
241,30.755179433768824,Fan
242,65.87487566998567,Keyboard
243,42.304714255924225,Keyboard
244,59.20204114452208,Keyboard
245,62.11621155443962,Keyboard
246,62.10217635572263,Keyboard
247,29.260069518828324,Keyboard
248,43.35162412444587,Keyboard
249,52.0193805214803,Keyboard
250,77.66958173441805,Keyboard
251,26.742125542021146,Fan
252,41.174260911950235,Fan
253,59.234673342762406,Keyboard
254,50.955968407852644,Fan
255,64.1330095554131,Keyboard
256,61.72319523729621,Keyboard
257,57.29873494698733,Keyboard
258,25.67023237512502,Fan
259,53.92116893228271,Keyboard
260,58.465571257076725,Keyboard
261,54.350259976352305,Fan
262,45.58316975136514,Fan
263,45.159456909571325,Keyboard
264,49.94469024909171,Keyboard
265,31.308333746261308,Fan
266,55.35173009427042,Fan
267,49.155663675991335,Keyboard
268,12.978693955040079,Battery
269,33.08718143322541,Fan
270,50.20773436419483,Keyboard
271,75.22623461766345,Keyboard
272,26.071122813337933,Keyboard
273,36.61227854887001,Fan
274,16.820964574577648,Fan
275,43.02613684267471,Keyboard
276,50.77529635473937,Keyboard
277,67.91930353464156,Keyboard
278,48.131677194593024,Fan
279,52.99808844112752,Keyboard
280,68.22699188348932,Keyboard
281,53.8508938318538,Keyboard
282,39.96641365597069,Keyboard
283,73.97547118082295,Keyboard
284,59.956270348278245,Keyboard
285,32.5417788120746,Keyboard
286,36.77448279084725,Fan
287,75.53139770902045,Keyboard
288,49.639892849527364,Keyboard
289,81.81088309607104,Keyboard
290,64.71494318201215,Keyboard
291,27.0022718351361,Fan
292,34.695434695261284,Keyboard
293,55.76822497046246,Keyboard
294,31.656853276157175,Fan
295,56.43746313168028,Keyboard
296,58.008835553940514,Keyboard
297,40.74036869205583,Keyboard
298,38.01720697927042,Keyboard
299,82.68862920233892,Keyboard
300,45.92966946906671,Keyboard
301,41.99737205759678,Fan
302,67.70521665838505,Keyboard
303,8.583892104422171,Keyboard
304,48.740657915621995,Keyboard
305,25.958922044168528,Keyboard
306,43.37847650113309,Keyboard
307,35.8271793594527,Keyboard
308,47.95983044701595,Keyboard
309,58.710658071373444,Keyboard
310,78.43869132083452,Keyboard
311,52.23518595385606,Fan
312,42.25803181941285,Keyboard
313,50.06710481614402,Keyboard
314,42.78234975180424,Keyboard
315,57.863923514907235,Keyboard
316,20.41574214808714,Fan
317,16.17028436430089,Keyboard
318,59.474848428313315,Keyboard
319,47.99214910471246,Keyboard
320,13.903405052223716,Keyboard
321,40.991697472242905,Keyboard
322,47.157682681403735,Keyboard
323,27.85257520728735,Fan
324,39.823542272959294,Keyboard
325,40.1404355846918,Keyboard
326,42.602592834229405,Keyboard
327,33.466583595027274,Fan
328,57.725128609577986,Fan
329,41.58547456621056,Fan
330,50.49691294999775,Keyboard
331,33.169200461264,Keyboard
332,62.32364279150818,Keyboard
333,47.29133230913293,Fan
334,37.53690818601728,Keyboard
335,55.05908464722769,Keyboard
336,46.57445641356763,Keyboard
337,41.02447300118487,Keyboard
338,43.280152182580075,Fan
339,63.72674810431347,Keyboard
340,59.203025971683886,Keyboard
341,1.9105467945337296,Battery
342,64.72333958610211,Keyboard
343,36.64992908573087,Keyboard
344,55.817625301600614,Keyboard
345,41.33879606632238,Keyboard
346,63.37615093773044,Keyboard
347,49.906388205215244,Keyboard
348,34.59669455979795,Keyboard
349,71.70930705914579,Keyboard
350,43.92878851927961,Keyboard
351,63.362900048181224,Keyboard
352,30.498154111806965,Keyboard
353,18.758910627825482,Fan
354,33.445954425096595,Keyboard
355,52.42307217957537,Keyboard
356,29.016432167458223,Keyboard
357,84.89729484948558,Keyboard
358,66.2092052879048,Keyboard
359,52.115929912559814,Keyboard
360,53.09847634878983,Keyboard
361,74.84500765033827,Keyboard
362,19.360507487270098,Battery
363,56.891141148578555,Fan
364,65.44998477254602,Keyboard
365,5.468824412673712,Battery
366,44.979804412382094,Fan
367,50.83935808237438,Keyboard
368,63.082027922948626,Keyboard
369,31.429624383543587,Keyboard
370,57.22445679812715,Keyboard
371,65.7838179047396,Fan
372,68.59208573931505,Keyboard
373,51.01001034396664,Keyboard
374,52.51825846445112,Keyboard
375,44.20891668269792,Keyboard
376,11.571986025682527,Fan
377,55.69142749091177,Keyboard
378,14.326511611347383,Fan
379,36.79521519890115,Keyboard
380,45.45365226070843,Keyboard
381,66.03954164711047,Keyboard
382,49.27780626214537,Keyboard
383,31.10597750856651,Keyboard
384,58.72367665508536,Keyboard
385,76.22271326599163,Keyboard
386,32.59770951134672,Keyboard
387,61.87010732321544,Keyboard
388,18.854752792091407,Keyboard
389,29.253593482305252,Keyboard
390,37.0802779213162,Keyboard
391,50.745977874134425,Fan
392,41.575314059125255,Keyboard
393,39.63987661702785,Fan
394,62.4829016922643,Keyboard
395,13.99309667506287,Fan
396,40.96987457615022,Keyboard
397,29.998916838380303,Fan
398,49.338662577889316,Keyboard
399,31.11682471743801,Keyboard
400,37.09487361205722,Keyboard
401,37.66023738501586,Keyboard
402,48.0047683416138,Keyboard
403,59.78273831507308,Keyboard
404,37.96015023613213,Fan
405,75.25157558360611,Keyboard
406,36.0222927745233,Fan
407,32.629764342536596,Keyboard
408,57.23227181302328,Fan
409,53.51665886298551,Keyboard
410,61.1636895499909,Keyboard
411,64.93434010601935,Keyboard
412,31.71636317476176,Keyboard
413,58.4977842678542,Keyboard
414,40.49653817856167,Fan
415,31.24319934965458,Keyboard
416,44.752582380665245,Keyboard
417,47.081866608697865,Keyboard
418,30.870236763148302,Battery
419,67.49534534033899,Keyboard
420,64.96552846939771,Keyboard
421,48.52676633788957,Keyboard
422,60.46612863031949,Keyboard
423,25.23374165788555,Keyboard
424,39.01850959527985,Keyboard
425,36.40606649516087,Keyboard
426,29.727036722705247,Keyboard
427,52.89538839072935,Keyboard
428,49.771010737746536,Keyboard
429,45.09883036965199,Keyboard
430,46.58835832215813,Keyboard
431,76.9887411677791,Keyboard
432,64.37346469679832,Keyboard
433,38.21034997749676,Keyboard
434,15.778953244328132,Keyboard
435,49.09602597535783,Keyboard
436,27.837020164050337,Fan
437,61.69545703696996,Keyboard
438,48.86095687775838,Keyboard
439,60.99344050167603,Keyboard
440,44.30329020891946,Keyboard
441,73.26253020945222,Keyboard
442,47.778829974683475,Keyboard
443,68.51175402094665,Keyboard
444,60.44945874937457,Keyboard
445,31.4604774186962,Keyboard
446,28.893048758307295,Keyboard
447,40.8213313796899,Keyboard
448,54.290738784620054,Keyboard
449,59.79988658037151,Keyboard
450,25.80171458273437,Battery
451,30.70478244378762,Fan
452,64.27348657887897,Keyboard
453,51.99913103467429,Keyboard
454,68.83142305392728,Keyboard
455,38.64303641786936,Keyboard
456,45.29751806237375,Keyboard
457,17.035057659780584,Fan
458,50.892916372902555,Keyboard
459,47.498413803525935,Fan
460,46.499881765239635,Keyboard
461,48.954974910891444,Keyboard
462,60.76437192486256,Keyboard
463,56.17869089737972,Keyboard
464,47.5200592174145,Keyboard
465,44.70909932295698,Keyboard
466,13.532731631634322,Keyboard
467,45.685687115782656,Keyboard
468,62.32937133625375,Battery
469,81.67907301053755,Keyboard
470,35.76292150956168,Keyboard
471,21.05879667389356,Keyboard
472,65.75342710782543,Keyboard
473,69.38981134815445,Fan
474,39.08914895622697,Fan
475,5.452042267814307,Fan
476,56.24895861605327,Keyboard
477,53.17881320774646,Keyboard
478,69.15632405921531,Keyboard
479,67.95310209885852,Keyboard
480,30.925754298127355,Keyboard
481,54.35384812131937,Fan
482,53.67593161407367,Keyboard
483,54.93055767082587,Fan
484,18.372317549374365,Battery
485,63.406375448477334,Keyboard
486,88.450120490140307,Keyboard
487,50.77560690843659,Keyboard
488,71.25503152620833,Keyboard
489,57.117382659927245,Fan
490,45.828108900861665,Keyboard
491,44.338065034242256,Fan
492,87.76928274943155,Keyboard
493,54.76403379325512,Keyboard
494,52.382063834756366,Fan
495,42.39248484373093,Battery
496,32.084677089739856,Fan
497,60.86090697285595,Keyboard
498,31.8000883665112,Keyboard
499,38.827785232810335,Keyboard
500,48.15141291723591,Battery
501,64.63375727165098,Keyboard
502,25.77822036361034,Keyboard
503,44.61939481039829,Keyboard
504,63.06169108660287,Keyboard
505,72.06851348638305,Keyboard
506,28.202102514920334,Battery
507,63.257890327496575,Keyboard
508,57.79664647425252,Keyboard
509,63.23719513101281,Keyboard
510,69.9854111445656,Keyboard
511,46.85661221366543,Keyboard
512,26.83944976921351,Fan
513,46.65525516462901,Fan
514,53.06576693910642,Keyboard
515,53.579113675026,Keyboard
516,28.078996808139888,Keyboard
517,45.599388599842456,Keyboard
518,46.33959510789917,Keyboard
519,47.44399672027231,Keyboard
520,50.08261262009892,Keyboard
521,51.48888665047052,Keyboard
522,33.669472564548606,Keyboard
523,45.5370164478796,Keyboard
524,61.442197138389425,Fan
525,63.67538706359007,Keyboard
526,50.44949325639582,Fan
527,45.83637001678832,Fan
528,49.826081719289895,Keyboard
529,73.82434980956495,Keyboard
530,35.61849988105126,Keyboard
531,14.991945082661585,Fan
532,53.46661694616787,Keyboard
533,29.936472879750454,Keyboard
534,36.70321758811012,Keyboard
535,51.25033889998703,Keyboard
536,54.987650458513386,Keyboard
537,64.7130172905229,Keyboard
538,83.22668128760559,Fan
539,44.50880614406444,Keyboard
540,59.17066912773623,Keyboard
541,74.6601358454586,Keyboard
542,25.291096896448668,Keyboard
543,55.225513797385844,Keyboard
544,55.499811954969175,Keyboard
545,52.09752300755574,Fan
546,40.60051463712593,Keyboard
547,28.399158211542275,Fan
548,63.8707455609068,Fan
549,65.96218337422728,Keyboard
550,27.032118141543126,Fan
551,51.8506381697853,Keyboard
552,27.977273699147872,Keyboard
553,61.97713909076981,Keyboard
554,36.881241070532546,Keyboard
555,33.099634078681206,Fan
556,38.7534157771074,Keyboard
557,50.5984541218305,Keyboard
558,55.3760462821471,Keyboard
559,59.31307709803173,Keyboard
560,32.352449450288496,Keyboard
561,63.12476610682125,Keyboard
562,59.77874776565747,Keyboard
563,39.16533047163401,Fan
564,57.43209314195895,Keyboard
565,17.202196381963944,Keyboard
566,46.75235229743254,Keyboard
567,42.09669862924405,Keyboard
568,52.053773254497926,Keyboard
569,20.514749083159042,Fan
570,49.027980629687384,Keyboard
571,31.71390989097029,Fan
572,55.59287810710822,Keyboard
573,48.92265789823718,Fan
574,46.57223064810678,Fan
575,38.448895952917425,Keyboard
576,47.597289989843844,Keyboard
577,32.56363208244742,Fan
578,42.79521899595155,Keyboard
579,40.02370810800745,Keyboard
580,60.21094593307396,Keyboard
581,34.05630582548135,Fan
582,40.9821650153488,Keyboard
583,46.69893102830532,Fan
584,46.40840047747914,Keyboard
585,38.309200129284925,Keyboard
586,52.53776834031342,Keyboard
587,53.17305241608042,Fan
588,72.29923210289189,Keyboard
589,32.88251810129687,Fan
590,32.93644869790072,Keyboard
591,51.11542068217216,Keyboard
592,60.724695650476484,Keyboard
593,35.701520272120575,Fan
594,61.03437791846457,Keyboard
595,38.008909825015785,Fan
596,35.11101584200948,Keyboard
597,60.49437595659118,Keyboard
598,52.54696315940166,Keyboard
599,41.48223256846579,Keyboard
600,69.83180675851679,Keyboard
601,43.47974917061611,Fan
602,31.386026398682045,Fan
603,70.18873745543435,Keyboard
604,35.5569803951705,Keyboard
605,60.530616036577364,Keyboard
606,62.53164935453364,Keyboard
607,36.22596075945934,Fan
608,64.39390931398496,Keyboard
609,55.92946193734753,Keyboard
610,50.447604665213625,Keyboard
611,50.31089434170344,Keyboard
612,33.27541913482189,Keyboard
613,46.964889625801575,Keyboard
614,44.89843496325072,Fan
615,59.7876951320426,Keyboard
616,46.369216835479506,Keyboard
617,56.4629448129552,Keyboard
618,56.93845440412581,Keyboard
619,37.6363837664755,Fan
620,27.26766446647257,Fan
621,57.049920248245506,Keyboard
622,29.73003995387712,Keyboard
623,64.31459571327356,Keyboard
624,41.692385028745186,Keyboard
625,33.452019768629924,Keyboard
626,39.934796267108936,Keyboard
627,65.68871792740732,Keyboard
628,53.24347583242239,Keyboard
629,76.39355495221561,Battery
630,48.56953457811048,Keyboard
631,57.472807693868575,Keyboard
632,64.76499562754017,Keyboard
633,68.51004168689381,Keyboard
634,16.945955521202315,Battery
635,42.64683362650883,Keyboard
636,37.526489701122046,Battery
637,54.502105631729655,Keyboard
638,32.31265346452684,Fan
639,51.2980468599019,Keyboard
640,50.12711784782174,Keyboard
641,70.73934520373447,Keyboard
642,47.171645528441275,Keyboard
643,70.7396577418961,Keyboard
644,69.66082080130184,Keyboard
645,63.698598008885206,Keyboard
646,65.40170070535304,Fan
647,68.58856929888756,Keyboard
648,1.7003157302471676,Battery
649,68.89020304290204,Fan
650,63.963305286348,Fan
651,54.89488638803341,Keyboard
652,34.83781980037898,Keyboard
653,56.7230263423085,Keyboard
654,51.47721930087319,Keyboard
655,54.78089549647679,Keyboard
656,56.69759481372492,Keyboard
657,26.804902896028075,Fan
658,32.86632376516504,Keyboard
659,46.00762212503799,Keyboard
660,38.9203185761496,Keyboard
661,54.16149073809248,Keyboard
662,63.027791770213405,Keyboard
663,85.38547523331,Keyboard
664,75.268399563305465,Fan
665,54.77785383667145,Keyboard
666,30.941559649648962,Battery
667,59.015461277175596,Fan
668,48.01215222909986,Keyboard
669,53.948361503846904,Fan
670,50.57765731249284,Keyboard
671,50.51880175303996,Keyboard
672,61.92890014352797,Keyboard
673,18.479196332744014,Battery
674,43.66654228684617,Fan
675,29.04129695141413,Battery
676,40.09075833474823,Keyboard
677,53.32503308218695,Keyboard
678,55.01840548906755,Keyboard
679,48.00696930421932,Keyboard
680,44.10760596885858,Keyboard
681,18.728427689393154,Fan
682,46.16130670741012,Keyboard
683,40.089990686449966,Keyboard
684,48.6391436418409,Keyboard
685,27.743686259219782,Keyboard
686,60.12772199655207,Keyboard
687,35.41779692295558,Keyboard
688,18.08075877065193,Fan
689,26.071904357111414,Keyboard
690,19.66906533567773,Fan
691,50.70708124943877,Keyboard
692,43.04565234611778,Keyboard
693,56.95245380858669,Fan
694,69.73551640615068,Keyboard
695,45.12334905721102,Fan
696,59.49859598342852,Keyboard
697,34.35430083183507,Fan
698,26.017524987504505,Fan
699,24.35908137857669,Keyboard
700,50.538632586895034,Keyboard
701,62.51196775451129,Keyboard
702,57.84131398343809,Keyboard
703,37.96326750427524,Keyboard
704,45.83911029115952,Keyboard
705,61.69593380764127,Battery
706,22.197559679041593,Keyboard
707,53.42151716273058,Keyboard
708,59.59880195452647,Keyboard
709,17.415968478402892,Keyboard
710,72.86751924555729,Keyboard
711,45.30522988714922,Keyboard
712,51.34885463435033,Keyboard
713,32.33593356405009,Keyboard
714,85.98443220242277,Keyboard
715,14.30676747134375,Fan
716,40.96724634032846,Fan
717,29.63824399393996,Fan
718,48.67321512926859,Keyboard
719,57.1780143674472,Keyboard
720,13.152759698141478,Keyboard
721,53.22214353322919,Keyboard
722,37.87941296505679,Fan
723,38.519662985393445,Fan
724,38.435923278707904,Keyboard
725,57.320115544986884,Keyboard
726,29.943608065495514,Keyboard
727,24.895229806512,Fan
728,49.11870769512822,Keyboard
729,43.41057216413607,Keyboard
730,39.77396481156926,Keyboard
731,45.52930711953071,Keyboard
732,76.35355931599152,Keyboard
733,68.03103550359926,Keyboard
734,49.7945144520456,Keyboard
735,62.93744820904013,Keyboard
736,33.230715008533416,Fan
737,40.443110694035965,Keyboard
738,55.68938001298259,Keyboard
739,28.637719697463886,Fan
740,58.532495684867506,Keyboard
741,38.594144450841526,Keyboard
742,62.62822442936079,Keyboard
743,51.90346582694175,Keyboard
744,74.78070595389795,Keyboard
745,31.664807480745786,Keyboard
746,23.32314809595014,Keyboard
747,35.57041934072034,Keyboard
748,47.070611194059225,Battery
749,49.911181616963006,Keyboard
750,42.93802203208922,Fan
751,61.17865866050984,Fan
752,49.739461737899596,Keyboard
753,32.47515476093934,Keyboard
754,54.95939386778696,Keyboard
755,51.60349473092476,Keyboard
756,37.8635815064226,Keyboard
757,70.23198115379428,Keyboard
758,60.70378080574599,Fan
759,54.342838267352796,Keyboard
760,51.92928436079251,Keyboard
761,70.43359366396217,Keyboard
762,59.94809748251458,Keyboard
763,43.19693709370589,Keyboard
764,56.36697899668637,Keyboard
765,65.18888782501078,Keyboard
766,72.6439482457467,Keyboard
767,26.031119751195963,Fan
768,49.26585216100427,Keyboard
769,41.34900599915238,Keyboard
770,47.48886319600891,Keyboard
771,59.2577514566949,Keyboard
772,43.421213031751044,Keyboard
773,81.26163939769218,Keyboard
774,30.563613420553864,Fan
775,57.92453317322893,Keyboard
776,44.434362827684915,Keyboard
777,43.893997944524344,Keyboard
778,36.018338520394416,Keyboard
779,42.47486280644222,Fan
780,48.51007226247707,Keyboard
781,37.74416156694512,Keyboard
782,36.558419061785465,Keyboard
783,54.637426295798306,Keyboard
784,18.15489391764945,Fan
785,55.61469938039936,Keyboard
786,55.357480159658294,Keyboard
787,18.931393306297323,Fan
788,65.11406181891529,Keyboard
789,29.133381051073897,Keyboard
790,47.99761138569774,Keyboard
791,51.836230146744015,Keyboard
792,68.5039789148311,Keyboard
793,49.72145163801928,Keyboard
794,51.50419580106789,Keyboard
795,26.680774555332302,Keyboard
796,47.043608355236266,Keyboard
797,18.97756260999554,Fan
798,36.741907708346844,Battery
799,70.90936378948346,Keyboard
800,43.57250960214146,Keyboard
801,59.52603602781892,Battery
802,57.446235574600564,Keyboard
803,15.177541792414083,Fan
804,63.35044406241708,Fan
805,37.758342237912316,Keyboard
806,40.384439551727354,Keyboard
807,31.334313480495954,Keyboard
808,38.8718047526593,Fan
809,64.94494180884769,Keyboard
810,45.238868764684284,Fan
811,36.91728246039442,Keyboard
812,53.57274445356818,Keyboard
813,54.58162914526691,Keyboard
814,43.793274834065564,Fan
815,71.4333110650759,Keyboard
816,62.096030194526165,Keyboard
817,34.87709250048495,Fan
818,22.363158594455843,Fan
819,41.398823993237684,Keyboard
820,21.238986245019525,Fan
821,34.93559226643216,Keyboard
822,37.6758090299603,Keyboard
823,36.93747095009296,Keyboard
824,30.29156255954056,Keyboard
825,59.823082672782064,Keyboard
826,23.491518241221247,Fan
827,53.1749778449145,Keyboard
828,73.1321457337829,Keyboard
829,66.42243816124564,Keyboard
830,36.42936787604159,Keyboard
831,15.022572418738145,Keyboard
832,31.085047248306758,Fan
833,56.76776399467447,Keyboard
834,31.251380090046233,Keyboard
835,79.44166863899834,Keyboard
836,53.567168728409015,Keyboard
837,54.382914335655926,Keyboard
838,65.41286023598008,Keyboard
839,44.414303115030606,Fan
840,45.89267632572175,Keyboard
841,32.72551525667054,Fan
842,59.19204235715199,Keyboard
843,44.89651713212537,Keyboard
844,34.96466076681277,Keyboard
845,42.231931750794686,Fan
846,39.62261566757234,Keyboard
847,58.795753385927874,Fan
848,18.83041515150715,Fan
849,29.942833143545993,Fan
850,52.47076653562144,Keyboard
851,24.31369410154857,Battery
852,41.93081674831836,Keyboard
853,80.43246312923522,Keyboard
854,69.35898451858586,Keyboard
855,55.359182436062106,Fan
856,22.051746449930214,Fan
857,60.28708044295366,Keyboard
858,64.62857657294794,Keyboard
859,42.016815564257485,Keyboard
860,56.879975163710284,Fan
861,30.50907837247935,Fan
862,44.48433326167428,Fan
863,40.17618680938949,Keyboard
864,72.94837883174479,Keyboard
865,47.642454717497706,Keyboard
866,37.24423998571947,Keyboard
867,64.02363395390145,Keyboard
868,13.009927164025473,Fan
869,67.63223071096351,Keyboard
870,46.93399150573975,Keyboard
871,29.15572636697553,Fan
872,28.217106562433493,Battery
873,17.95614743605256,Battery
874,39.08000397338465,Fan
875,57.73696371585016,Keyboard
876,43.884277331755925,Fan
877,47.72730963172429,Keyboard
878,34.01370192376451,Fan
879,82.0441246901264,Fan
880,44.00732383561541,Keyboard
881,48.40382209546694,Fan
882,47.15835666908265,Keyboard
883,62.82790113831211,Fan
884,39.99965413238662,Keyboard
885,62.245799798835286,Keyboard
886,69.0621754539264,Fan
887,84.99273240436958,Keyboard
888,64.09008271434833,Keyboard
889,58.34699844393838,Keyboard
890,38.96433156518862,Fan
891,47.05080907981542,Keyboard
892,23.311964370448454,Battery
893,46.767198000803056,Keyboard
894,27.724080073651898,Keyboard
895,49.84212431380133,Fan
896,28.299181787492053,Fan
897,76.6524000077993,Keyboard
898,51.21215319996241,Keyboard
899,45.8144533363022,Fan
900,36.40805557435738,Keyboard
901,86.39270514848062,Keyboard
902,65.5333790322557,Keyboard
903,69.18370164400511,Keyboard
904,68.36634331687009,Keyboard
